Name,Place,Date,Link,Rating,Tags,Musicians
Y Not Festival,"Pikehall, Derbyshire, DE4 2PH",28th - 30th Jul 2023,https://www.skiddle.com/festivals/Y-Not-Festival/,,"['Rock', 'Alternative', 'Indie Pop']","{'Andre Vincent': 'https://www.skiddle.com/artists/Andre-Vincent-123579933/', 'Arxx': 'https://www.skiddle.com/artists/Arxx-123545014/', 'BEX': 'https://www.skiddle.com/artists/BEX-123581984/', 'Barrioke': 'https://www.skiddle.com/artists/Barrioke-123578819/', 'Beans On Toast': 'https://www.skiddle.com/artists/Beans-On-Toast-123484840/', 'Billy Nomates': 'https://www.skiddle.com/artists/Billy-Nomates-123572665/', 'Bloxx': 'https://www.skiddle.com/artists/Bloxx-123558826/', 'Bombay Bicycle Club': 'https://www.skiddle.com/artists/Bombay-Bicycle-Club-123460552/', 'CJ Pandit': 'https://www.skiddle.com/artists/CJ-Pandit-123575784/', 'CMAT': 'https://www.skiddle.com/artists/CMAT-123575246/', 'Calum Bowie': 'https://www.skiddle.com/artists/Calum-Bowie-123582899/', 'Cassyette': 'https://www.skiddle.com/artists/Cassyette-123575447/', 'Circa Waves': 'https://www.skiddle.com/artists/Circa-Waves-123546642/', 'Courting': 'https://www.skiddle.com/artists/Courting-123572771/', 'Cowboyy': 'https://www.skiddle.com/artists/Cowboyy-123582261/', 'Crawlers': 'https://www.skiddle.com/artists/Crawlers-123566553/', ""DMA's"": ""https://www.skiddle.com/artists/DMA's-123547291/"", 'Dead Pony': 'https://www.skiddle.com/artists/Dead-Pony-123579433/', 'Divorce': 'https://www.skiddle.com/artists/Divorce-123584973/', 'Dom Joly': 'https://www.skiddle.com/artists/Dom-Joly-941252/', 'East 17': 'https://www.skiddle.com/artists/East-17-123542028/', 'Everything Everything': 'https://www.skiddle.com/artists/Everything-Everything-123460179/', 'Faithless': 'https://www.skiddle.com/artists/Faithless-123456865/', 'Feet': 'https://www.skiddle.com/artists/Feet-123569973/', ""George O'Hanlon"": ""https://www.skiddle.com/artists/George-O'Hanlon-123573786/"", 'Glass Caves': 'https://www.skiddle.com/artists/Glass-Caves-123542613/', 'Hannah Wants': 'https://www.skiddle.com/artists/Hannah-Wants-123501866/', 'Harri Georgio': 'https://www.skiddle.com/artists/Harri-Georgio-123571432/', 'Heather Small': 'https://www.skiddle.com/artists/Heather-Small-123505610/', 'Jack Gleadow': 'https://www.skiddle.com/artists/Jack-Gleadow-123564465/', 'James': 'https://www.skiddle.com/artists/James-741201/', 'Jamie Webster': 'https://www.skiddle.com/artists/Jamie-Webster-123565509/', 'KT Tunstall': 'https://www.skiddle.com/artists/KT-Tunstall-940611/', 'Kate Nash': 'https://www.skiddle.com/artists/Kate-Nash-953512/', 'Kid Kapichi': 'https://www.skiddle.com/artists/Kid-Kapichi-123569393/', 'Lizzie Esau': 'https://www.skiddle.com/artists/Lizzie-Esau-123573181/', 'Maisie Peters': 'https://www.skiddle.com/artists/Maisie-Peters-123563532/', 'Matt Richardson': 'https://www.skiddle.com/artists/Matt-Richardson-123545355/', 'Mollie Coddled': 'https://www.skiddle.com/artists/Mollie-Coddled-123570979/', 'Mystery Jets': 'https://www.skiddle.com/artists/Mystery-Jets-940994/', 'Panic Shack': 'https://www.skiddle.com/artists/Panic-Shack-123580149/', 'Paul Weller': 'https://www.skiddle.com/artists/Paul-Weller-771145/', 'Peaness': 'https://www.skiddle.com/artists/Peaness-123552227/', 'Phoebe Green': 'https://www.skiddle.com/artists/Phoebe-Green-123556971/', 'Prima Queen': 'https://www.skiddle.com/artists/Prima-Queen-123582035/', 'Rachel Chinouriri': 'https://www.skiddle.com/artists/Rachel-Chinouriri-123583265/', 'Red Rum Club': 'https://www.skiddle.com/artists/Red-Rum-Club-123558050/', 'Royal Blood': 'https://www.skiddle.com/artists/Royal-Blood-123524266/', 'Sea Girls': 'https://www.skiddle.com/artists/Sea-Girls-123559257/', 'Shaun Williamson': 'https://www.skiddle.com/artists/Shaun-Williamson-123577388/', ""Somebody's Child"": ""https://www.skiddle.com/artists/Somebody's-Child-123569985/"", 'Sophie Ellis-Bextor': 'https://www.skiddle.com/artists/Sophie-Ellis-Bextor-123533132/', 'Sprints': 'https://www.skiddle.com/artists/Sprints-123572571/', 'Stan Buckroyd': 'https://www.skiddle.com/artists/Stan-Buckroyd-123583405/', 'The Blinders': 'https://www.skiddle.com/artists/The-Blinders-123554409/', 'The Charlatans': 'https://www.skiddle.com/artists/The-Charlatans-123485042/', 'The Hara': 'https://www.skiddle.com/artists/The-Hara-123559601/', ""The K's"": ""https://www.skiddle.com/artists/The-K's-123564551/"", 'The Lancashire Hotpots': 'https://www.skiddle.com/artists/The-Lancashire-Hotpots-978802/', 'The Lathums': 'https://www.skiddle.com/artists/The-Lathums-123567911/', 'The Manatees': 'https://www.skiddle.com/artists/The-Manatees-123572021/', 'The Murder Capital': 'https://www.skiddle.com/artists/The-Murder-Capital-123573986/', 'The Pigeon Detectives': 'https://www.skiddle.com/artists/The-Pigeon-Detectives-123483042/', 'The Rosadocs': 'https://www.skiddle.com/artists/The-Rosadocs-123556124/', 'The Royston Club': 'https://www.skiddle.com/artists/The-Royston-Club-123573983/', 'The Wombats': 'https://www.skiddle.com/artists/The-Wombats-123500760/', 'Thomas Headon': 'https://www.skiddle.com/artists/Thomas-Headon-123572001/', 'Tom A. Smith': 'https://www.skiddle.com/artists/Tom-A.-Smith-123581716/', 'Wunderhorse': 'https://www.skiddle.com/artists/Wunderhorse-123571414/', 'Yonaka': 'https://www.skiddle.com/artists/Yonaka-123547503/', 'kasabian': 'https://www.skiddle.com/artists/kasabian-123460267/', 'Angelos Epithemou': None, 'Beaux': None, 'Bilk Gengahr': None, 'Caity Baser': None, 'Chappaqua Wrestling': None, 'Chilli Jesson': None, 'Daisy Brain': None, 'Deadletter': None, 'Electric Pets': None, 'Ellie Dixon': None, 'Frankie Beetlestone': None, 'Gareth Waugh': None, 'Girlband': None, 'Harry Stachin': None, 'Jemma Johnson': None, 'Kids': None, 'King Pleasure and the Biscuit Boys': None, 'Lime Garden': None, 'Molly Ralph': None, 'Mr Motivator': None, 'Myq Kaplan': None, 'Olivia Lee': None, 'Raised by owls': None, 'Raul Kohli': None, 'Reytons': None, 'Rose Gray': None, 'SAD NIGHT DYNAMITE': None, 'Shadows Of A Silhouette': None, 'Swim School': None, 'The Collide': None, 'The Last Dinner Party': None, 'Wendy Wason (Comic)': None, 'Yumi & The Weather': None}"
Mint Festival,Newsam Green Farm in Leeds,16th - 17th Sep 2023,https://www.skiddle.com/festivals/mint-festival/,4,"['House', 'Techno', 'Deep House', 'Tech House', 'Bass Music']","{'ABSOLUTE.': 'https://www.skiddle.com/artists/ABSOLUTE.-123568844/', 'Annie Errez': 'https://www.skiddle.com/artists/Annie-Errez-123543658/', 'Archie Hamilton': 'https://www.skiddle.com/artists/Archie-Hamilton-123483378/', 'Balrog': 'https://www.skiddle.com/artists/Balrog-123573735/', 'Ben Hemsley': 'https://www.skiddle.com/artists/Ben-Hemsley-123570182/', 'Chaos In The CBD': 'https://www.skiddle.com/artists/Chaos-In-The-CBD-123547342/', 'DJ Freq': 'https://www.skiddle.com/artists/DJ-Freq-123548875/', 'DXNBY': 'https://www.skiddle.com/artists/DXNBY-123572811/', 'East End Dubs': 'https://www.skiddle.com/artists/East-End-Dubs-123518976/', 'Emily Nash': 'https://www.skiddle.com/artists/Emily-Nash-123577407/', 'Enzo Siragusa': 'https://www.skiddle.com/artists/Enzo-Siragusa-123506406/', 'Héctor Oaks': 'https://www.skiddle.com/artists/Héctor-Oaks-123573218/', 'Jayda G': 'https://www.skiddle.com/artists/Jayda-G-123551485/', 'Josh Micky': 'https://www.skiddle.com/artists/Josh-Micky-123585478/', 'Julian Fijma': 'https://www.skiddle.com/artists/Julian-Fijma-123587974/', 'Kolter': 'https://www.skiddle.com/artists/Kolter-123584872/', 'Laidlaw': 'https://www.skiddle.com/artists/Laidlaw-123571225/', 'Matt Guy': 'https://www.skiddle.com/artists/Matt-Guy-123557497/', 'Max Dean': 'https://www.skiddle.com/artists/Max-Dean-123575652/', 'Motive': 'https://www.skiddle.com/artists/Motive-123518410/', 'Parallax': 'https://www.skiddle.com/artists/Parallax-123565664/', 'Rich NxT': 'https://www.skiddle.com/artists/Rich-NxT-123518668/', 'Rossi.': 'https://www.skiddle.com/artists/Rossi.-123564462/', 'SOSA': 'https://www.skiddle.com/artists/SOSA-123565134/', 'Salute': 'https://www.skiddle.com/artists/Salute-123574963/', 'Sarah Story': 'https://www.skiddle.com/artists/Sarah-Story-123565742/', 'Sweely': 'https://www.skiddle.com/artists/Sweely-123552382/', 'Toman': 'https://www.skiddle.com/artists/Toman-123560853/', 'Trym': 'https://www.skiddle.com/artists/Trym-123571190/', 'VTSS': 'https://www.skiddle.com/artists/VTSS-123576463/', 'Willow': 'https://www.skiddle.com/artists/Willow-123560121/', '20Thirty': None, 'Abb': None, 'Arc': None, 'Artclub': None, 'BOBBY ODONNELL': None, 'Bass Jamz': None, 'Bay-Bush-Ka': None, 'Calypso': None, 'Cyrpt': None, 'DJ Daddy Trance': None, 'Disfreq': None, 'Healthy Minds': None, 'Jamback': None, 'Libero': None, 'Locklead': None, 'MGMP': None, 'OBP': None, 'Permission To Dance': None, 'Rec': None, 'Renao': None, 'Rendr': None, 'Revolt': None, 'Saltito': None, 'Sandra Spitz': None, 'Second Decade': None, 'Sersa': None, 'Tetra': None, 'Till?': None, 'Uncut': None, 'VISUALIZE': None, 'Will Druid': None}"
Boardmasters Festival,"Watergate Bay & Fistral Beach, Newquay",9th - 13th Aug 2023,https://www.skiddle.com/festivals/boardmasters/,,"['Pop', 'Indie', 'Pop Rock']","{'Liam Gallagher': 'https://www.skiddle.com/artists/Liam-Gallagher-123553199/', 'Florence + the Machine': 'https://www.skiddle.com/artists/Florence-+-the-Machine-123510544/', 'Little Simz': 'https://www.skiddle.com/artists/Little-Simz-123545510/', 'Four Tet': 'https://www.skiddle.com/artists/Four-Tet-123471730/', 'Example': 'https://www.skiddle.com/artists/Example-123456864/', 'Dylan': 'https://www.skiddle.com/artists/Dylan-123569971/', 'Bob Vylan': 'https://www.skiddle.com/artists/Bob-Vylan-123572058/', 'Cassyette': 'https://www.skiddle.com/artists/Cassyette-123575447/', 'Ben Nicky': 'https://www.skiddle.com/artists/Ben-Nicky-123457492/', 'Paul Woolford': 'https://www.skiddle.com/artists/Paul-Woolford-123467179/', 'Danny Howard': 'https://www.skiddle.com/artists/Danny-Howard-123505226/', 'Inja': 'https://www.skiddle.com/artists/Inja-123506962/', 'Charlie Tee': 'https://www.skiddle.com/artists/Charlie-Tee-123541882/', 'Dimension': 'https://www.skiddle.com/artists/Dimension-123510356/', 'Gwenno': 'https://www.skiddle.com/artists/Gwenno-123544585/', 'Kings of the Rollers': 'https://www.skiddle.com/artists/Kings-of-the-Rollers-123552404/', 'Kanine': 'https://www.skiddle.com/artists/Kanine-123554648/', 'Goddard': 'https://www.skiddle.com/artists/Goddard-123557710/', 'Connie Constance': 'https://www.skiddle.com/artists/Connie-Constance-123558625/', 'Tsha': 'https://www.skiddle.com/artists/Tsha-123565062/', 'Kid Kapichi': 'https://www.skiddle.com/artists/Kid-Kapichi-123569393/', 'Wunderhorse': 'https://www.skiddle.com/artists/Wunderhorse-123571414/', 'Vibe Chemistry': 'https://www.skiddle.com/artists/Vibe-Chemistry-123574188/', 'Jockstrap': 'https://www.skiddle.com/artists/Jockstrap-123578066/', 'Belters Only': 'https://www.skiddle.com/artists/Belters-Only-123579183/', 'Gretel Hanlyn': 'https://www.skiddle.com/artists/Gretel-Hanlyn-123579523/', 'Katchafire': 'https://www.skiddle.com/artists/Katchafire-123583840/', 'Jaguar': None}"
Reggae Land Festival,Milton Keynes,5th - 6th Aug 2023,https://www.skiddle.com/festivals/Reggae-Land/,4,"['Dancehall', 'Reggae', 'Jungle', 'Dub']","{'Beenie Man': 'https://www.skiddle.com/artists/Beenie-Man-123571580/', 'Freddie McGregor': 'https://www.skiddle.com/artists/Freddie-McGregor-123470195/', 'Steel Pulse': 'https://www.skiddle.com/artists/Steel-Pulse-123585901/', ""Desmond Dekker's The Aces ft. Delroy Williams"": ""https://www.skiddle.com/artists/Desmond-Dekker's-The-Aces-ft.-Delroy-Williams-123585902/"", 'David Rodigan': 'https://www.skiddle.com/artists/David-Rodigan-123468652/', 'Solo Banton': 'https://www.skiddle.com/artists/Solo-Banton-123512740/', 'General Levy': 'https://www.skiddle.com/artists/General-Levy-123508702/', 'Chino McGregor': 'https://www.skiddle.com/artists/Chino-McGregor-123585910/', 'Di Genius': 'https://www.skiddle.com/artists/Di-Genius-123585911/', 'Laden': 'https://www.skiddle.com/artists/Laden-123586597/', 'Bramma': 'https://www.skiddle.com/artists/Bramma-123586598/', 'ERUP': 'https://www.skiddle.com/artists/ERUP-123586599/'}"
Hastings Reggae Festival,Hastings,29th Jul 2023,https://www.skiddle.com/festivals/Hastings-Reggae-Festival/,4,['Reggae'],"{'General Levy': 'https://www.skiddle.com/artists/General-Levy-123508702/', 'Hollie Cook': 'https://www.skiddle.com/artists/Hollie-Cook-123526902/', 'Natty Campbell': 'https://www.skiddle.com/artists/Natty-Campbell-123563162/', 'Reggae Roast': 'https://www.skiddle.com/artists/Reggae-Roast-123505392/', 'UB40': 'https://www.skiddle.com/artists/UB40-736366/', 'UB40 featuring Ali Campbell & Astro': 'https://www.skiddle.com/artists/UB40-featuring-Ali-Campbell-&-Astro-123571556/', 'Bob Marley Revival': None}"
Fields Of Gold Festival,Ashton-Under-Lyne,1st - 2nd Sep 2023,https://www.skiddle.com/festivals/fields-of-gold/,,"['Covers Band/Tribute Act', 'Brit Pop']","{'Bez': 'https://www.skiddle.com/artists/Bez-123457792/', ""Bez Happy Mondays' DJ Set"": ""https://www.skiddle.com/artists/Bez-Happy-Mondays'-DJ-Set-123561988/"", 'Clint Boon': 'https://www.skiddle.com/artists/Clint-Boon-123484150/'}"
Bloodstock Open Air Festival,"Catton Park, Derbyshire",10th - 13th Aug 2023,https://www.skiddle.com/festivals/bloodstock-open-air/,4.5,"['Rock', 'Metal']","{'All Hail The Yeti': 'https://www.skiddle.com/artists/All-Hail-The-Yeti-123566487/', 'Crowbar': 'https://www.skiddle.com/artists/Crowbar-740624/', 'Dead Label': 'https://www.skiddle.com/artists/Dead-Label-123553224/', 'Decapitated': 'https://www.skiddle.com/artists/Decapitated-123488936/', 'Fit For An Autopsy': 'https://www.skiddle.com/artists/Fit-For-An-Autopsy-123583705/', 'Heaven Shall Burn': 'https://www.skiddle.com/artists/Heaven-Shall-Burn-123583707/', 'Helloween': 'https://www.skiddle.com/artists/Helloween-123511878/', 'In Flames': 'https://www.skiddle.com/artists/In-Flames-123510806/', 'Killswitch Engage': 'https://www.skiddle.com/artists/Killswitch-Engage-123511384/', 'Knocked Loose': 'https://www.skiddle.com/artists/Knocked-Loose-123558672/', 'Megadeth': 'https://www.skiddle.com/artists/Megadeth-123510800/', 'Megadeth UK': 'https://www.skiddle.com/artists/Megadeth-UK-123561192/', 'Meshuggah': 'https://www.skiddle.com/artists/Meshuggah-123512206/', 'Sacred Reich': 'https://www.skiddle.com/artists/Sacred-Reich-123569820/', 'Seething Akira': 'https://www.skiddle.com/artists/Seething-Akira-123538540/', 'Sepultura': 'https://www.skiddle.com/artists/Sepultura-123511662/', 'Triptykon': 'https://www.skiddle.com/artists/Triptykon-123584218/', 'URNE': 'https://www.skiddle.com/artists/URNE-123566298/', 'Ugly Kid Joe': 'https://www.skiddle.com/artists/Ugly-Kid-Joe-123582750/', 'Uuhai': 'https://www.skiddle.com/artists/Uuhai-123583706/', 'Warkings': 'https://www.skiddle.com/artists/Warkings-123584106/', 'Gatecreeper': None}"
We Are FSTVL,Damyns Hall Aerodrome ,25th - 28th Aug 2023,https://www.skiddle.com/festivals/wearefstvl/,,['Electronic'],"{'Andy C': 'https://www.skiddle.com/artists/Andy-C-123457009/', 'Example': 'https://www.skiddle.com/artists/Example-123456864/', 'Gardna': 'https://www.skiddle.com/artists/Gardna-123532310/', 'Nathan Dawe': 'https://www.skiddle.com/artists/Nathan-Dawe-123546927/', 'Shy FX': 'https://www.skiddle.com/artists/Shy-FX-123468608/', 'The Prodigy': 'https://www.skiddle.com/artists/The-Prodigy-807253/', 'Venjent': 'https://www.skiddle.com/artists/Venjent-123585925/'}"
Bassfest,Sheffield,29th - 30th Jul 2023,https://www.skiddle.com/festivals/bassfest/,4,"['House', 'UK Garage', 'Drum n Bass', 'Bassline', 'Bass Music']","{'A Little Sound': 'https://www.skiddle.com/artists/A-Little-Sound-123578800/', 'Alcemist': 'https://www.skiddle.com/artists/Alcemist-123568966/', 'Amplify': 'https://www.skiddle.com/artists/Amplify-123573520/', 'Andy C': 'https://www.skiddle.com/artists/Andy-C-123457009/', 'Azyr': 'https://www.skiddle.com/artists/Azyr-123576368/', 'Bad Boy Chiller Crew': 'https://www.skiddle.com/artists/Bad-Boy-Chiller-Crew-123573949/', 'BassLayerz': 'https://www.skiddle.com/artists/BassLayerz-123519014/', 'Ben Hemsley': 'https://www.skiddle.com/artists/Ben-Hemsley-123570182/', 'Big Ang': 'https://www.skiddle.com/artists/Big-Ang-123546347/', 'Born on Road': 'https://www.skiddle.com/artists/Born-on-Road-123557864/', 'Bou': 'https://www.skiddle.com/artists/Bou-123547254/', 'Bugzy Malone': 'https://www.skiddle.com/artists/Bugzy-Malone-123542454/', 'Cajama': 'https://www.skiddle.com/artists/Cajama-123563011/', 'Carasel MC': 'https://www.skiddle.com/artists/Carasel-MC-123528310/', 'Charlie Tee': 'https://www.skiddle.com/artists/Charlie-Tee-123541882/', 'Charlotte Plank': 'https://www.skiddle.com/artists/Charlotte-Plank-123576827/', 'Chloe Robinson': 'https://www.skiddle.com/artists/Chloe-Robinson-123543528/', 'Corrupt UK': 'https://www.skiddle.com/artists/Corrupt-UK-123564894/', 'Crossy': 'https://www.skiddle.com/artists/Crossy-123573333/', 'Crucast': 'https://www.skiddle.com/artists/Crucast-123563523/', 'DJ GAW': 'https://www.skiddle.com/artists/DJ-GAW-123572656/', 'DJ Pantha': 'https://www.skiddle.com/artists/DJ-Pantha-123525312/', 'DJ Q': 'https://www.skiddle.com/artists/DJ-Q-123502306/', 'DXNBY': 'https://www.skiddle.com/artists/DXNBY-123572811/', 'Danny Bond': 'https://www.skiddle.com/artists/Danny-Bond-123460578/', 'Darkzy': 'https://www.skiddle.com/artists/Darkzy-123552232/', 'Digga D': 'https://www.skiddle.com/artists/Digga-D-123542232/', 'Disrupta': 'https://www.skiddle.com/artists/Disrupta-123569553/', 'Dj Chef': 'https://www.skiddle.com/artists/Dj-Chef-123482888/', 'Dr Cryptic': 'https://www.skiddle.com/artists/Dr-Cryptic-123529982/', 'Eksman': 'https://www.skiddle.com/artists/Eksman-123460344/', 'Ewan McVicar': 'https://www.skiddle.com/artists/Ewan-McVicar-123570905/', 'Flava D': 'https://www.skiddle.com/artists/Flava-D-123513998/', 'Friction': 'https://www.skiddle.com/artists/Friction-123474442/', 'Gentlemens Club': 'https://www.skiddle.com/artists/Gentlemens-Club-123582219/', 'Gino Dnb': 'https://www.skiddle.com/artists/Gino-Dnb-123586563/', ""Girls Don't Sync"": ""https://www.skiddle.com/artists/Girls-Don't-Sync-123585383/"", 'Gracie T': 'https://www.skiddle.com/artists/Gracie-T-123575060/', 'Gray': 'https://www.skiddle.com/artists/Gray-123570205/', 'Hamdi': 'https://www.skiddle.com/artists/Hamdi-123562299/', 'Hannah Laing': 'https://www.skiddle.com/artists/Hannah-Laing-123575391/', 'Harriet Jaxxon': 'https://www.skiddle.com/artists/Harriet-Jaxxon-123569090/', 'Harry Shotta': 'https://www.skiddle.com/artists/Harry-Shotta-123472224/', 'Hedex': 'https://www.skiddle.com/artists/Hedex-123548086/', 'Holy Goof': 'https://www.skiddle.com/artists/Holy-Goof-123545526/', 'Hybrid Minds': 'https://www.skiddle.com/artists/Hybrid-Minds-123508782/', 'JAMIE DUGGAN': 'https://www.skiddle.com/artists/JAMIE-DUGGAN-123460610/', 'Jamezy': 'https://www.skiddle.com/artists/Jamezy-123580034/', 'Josh Baker': 'https://www.skiddle.com/artists/Josh-Baker-123549812/', 'K MOTIONZ': 'https://www.skiddle.com/artists/K-MOTIONZ-123559548/', 'KAZ': 'https://www.skiddle.com/artists/KAZ-123568405/', 'Kara': 'https://www.skiddle.com/artists/Kara-123574991/', 'Kings of the Rollers': 'https://www.skiddle.com/artists/Kings-of-the-Rollers-123552404/', 'Krept & Konan': 'https://www.skiddle.com/artists/Krept-&-Konan-123507790/', 'LAZCRU': 'https://www.skiddle.com/artists/LAZCRU-123565375/', 'LUUDE': 'https://www.skiddle.com/artists/LUUDE-123579273/', 'Latte': 'https://www.skiddle.com/artists/Latte-123570451/', 'Lowqui': 'https://www.skiddle.com/artists/Lowqui-123502802/', 'MC AD': 'https://www.skiddle.com/artists/MC-AD-123577872/', 'MPH': 'https://www.skiddle.com/artists/MPH-123561895/', 'Main Phase': 'https://www.skiddle.com/artists/Main-Phase-123578323/', 'Monrroe': 'https://www.skiddle.com/artists/Monrroe-123553289/', 'Mozey': 'https://www.skiddle.com/artists/Mozey-123576409/', 'Nathan Dawe': 'https://www.skiddle.com/artists/Nathan-Dawe-123546927/', 'Notion DJ': 'https://www.skiddle.com/artists/Notion-DJ-123556746/', 'Oldboy': 'https://www.skiddle.com/artists/Oldboy-123461842/', 'Oppidan': 'https://www.skiddle.com/artists/Oppidan-123573275/', 'P Money': 'https://www.skiddle.com/artists/P-Money-123483896/', 'Phibes': 'https://www.skiddle.com/artists/Phibes-123543420/', 'Pola & Bryson': 'https://www.skiddle.com/artists/Pola-&-Bryson-123567479/', 'Problem Central': 'https://www.skiddle.com/artists/Problem-Central-123560880/', 'ROYAL T': 'https://www.skiddle.com/artists/ROYAL-T-123508240/', 'S.P.Y': 'https://www.skiddle.com/artists/S.P.Y-123484874/', 'Sammy Virji': 'https://www.skiddle.com/artists/Sammy-Virji-123557060/', 'Shy FX': 'https://www.skiddle.com/artists/Shy-FX-123468608/', 'Simula': 'https://www.skiddle.com/artists/Simula-123565296/', 'Skepsis': 'https://www.skiddle.com/artists/Skepsis-123547555/', 'Sota': 'https://www.skiddle.com/artists/Sota-123570073/', 'Soul Mass Transit System': 'https://www.skiddle.com/artists/Soul-Mass-Transit-System-123577820/', 'Stamina MC': 'https://www.skiddle.com/artists/Stamina-MC-123484972/', 'Sub Focus': 'https://www.skiddle.com/artists/Sub-Focus-123457443/', 'Subzero': 'https://www.skiddle.com/artists/Subzero-123571424/', 'T-Lex': 'https://www.skiddle.com/artists/T-Lex-123572643/', 'TNA': 'https://www.skiddle.com/artists/TNA-123572502/', 'TQD': 'https://www.skiddle.com/artists/TQD-123552075/', 'TS7': 'https://www.skiddle.com/artists/TS7-123529142/', 'TURNO': 'https://www.skiddle.com/artists/TURNO-123533142/', 'TeeDee': 'https://www.skiddle.com/artists/TeeDee-123585186/', 'Toxinate': 'https://www.skiddle.com/artists/Toxinate-123570452/', 'Trilla Trilloski': 'https://www.skiddle.com/artists/Trilla-Trilloski-123553551/', 'Tsuki': 'https://www.skiddle.com/artists/Tsuki-123557292/', 'Vibe Chemistry': 'https://www.skiddle.com/artists/Vibe-Chemistry-123574188/', 'WINDOW KID': 'https://www.skiddle.com/artists/WINDOW-KID-123565376/', 'Weejii': 'https://www.skiddle.com/artists/Weejii-123558172/', 'Zero': 'https://www.skiddle.com/artists/Zero-123555633/'}"
Boundary Brighton Festival,Stanmer Park in Brighton,30th Sep 2023,https://www.skiddle.com/festivals/boundary-brighton/,,"['House', 'Drum n Bass', 'Electronic', 'EDM']","{'A.M.C': 'https://www.skiddle.com/artists/A.M.C-123543418/', 'Disrupta': 'https://www.skiddle.com/artists/Disrupta-123569553/', 'Gray': 'https://www.skiddle.com/artists/Gray-123570205/', 'Hedex': 'https://www.skiddle.com/artists/Hedex-123548086/', 'Holy Goof': 'https://www.skiddle.com/artists/Holy-Goof-123545526/', 'Kurupt FM': 'https://www.skiddle.com/artists/Kurupt-FM-123543094/', 'METRIK': 'https://www.skiddle.com/artists/METRIK-123459138/', 'Monrroe': 'https://www.skiddle.com/artists/Monrroe-123553289/', 'Pendulum': 'https://www.skiddle.com/artists/Pendulum-123483430/', 'Skywalker': 'https://www.skiddle.com/artists/Skywalker-123548467/', 'Sub Focus': 'https://www.skiddle.com/artists/Sub-Focus-123457443/', 'DOM WHITING': None, 'DUSKEE': None, 'Ku De Ta': None, 'PHANTOM': None}"
Dream Valley Festival,Kent,25th Aug 2023,https://www.skiddle.com/festivals/Dream-Valley/,,"['House', 'Techno', 'Tech House']","{'Claptone': 'https://www.skiddle.com/artists/Claptone-123534122/', 'George Smeddles': 'https://www.skiddle.com/artists/George-Smeddles-123560279/', 'Hannah Wants': 'https://www.skiddle.com/artists/Hannah-Wants-123501866/', 'Low Steppa': 'https://www.skiddle.com/artists/Low-Steppa-123520930/', 'Rio Tashan': 'https://www.skiddle.com/artists/Rio-Tashan-123570679/'}"
FearFest,Magna Science Adventure Centre in Rotherham,28th Oct 2023,https://www.skiddle.com/festivals/fearfest/,,"['House', 'Drum n Bass', 'Techno', 'Bassline', 'Bass Music']",{}
Woodland Dance Project ,near Edinburgh,30th Sep 2023,https://www.skiddle.com/festivals/woodland-dance-project/,4.5,"['House', 'Drum n Bass', 'Techno', 'Bassline', 'Bass Music']",{}
