Name,Place,Date,Link,Rating,Tags,Musicians
Rock The Mote Festival,"Mote Park, Maidstone",5th - 6th Aug 2023,https://www.skiddle.com/festivals/rock-the-mote/,4,"['Rock', 'Pop', 'Rock & Roll', 'Pop Rock', 'Pop Punk']","{'101% Pantera (UK Tribute to Pantera)': 'https://www.skiddle.com/artists/101%-Pantera-(UK-Tribute-to-Pantera)-123571783/', 'Dookie': 'https://www.skiddle.com/artists/Dookie-123583509/', 'Hellbent forever': 'https://www.skiddle.com/artists/Hellbent-forever-123567733/', 'Jason Allen (Michael Buble tribute)': 'https://www.skiddle.com/artists/Jason-Allen-(Michael-Buble-tribute)-123521880/', 'Katy Perry Tribute by Katy Ellis': 'https://www.skiddle.com/artists/Katy-Perry-Tribute-by-Katy-Ellis-123583512/', 'Killswitch UK': 'https://www.skiddle.com/artists/Killswitch-UK-123569933/', 'Korn Again': 'https://www.skiddle.com/artists/Korn-Again-123550726/', 'Little Fix': 'https://www.skiddle.com/artists/Little-Fix-123577321/', 'Motley Crude': 'https://www.skiddle.com/artists/Motley-Crude-123558880/', 'Motorheadache UK': 'https://www.skiddle.com/artists/Motorheadache-UK-123551590/', 'Rammlied': 'https://www.skiddle.com/artists/Rammlied-123580577/', 'Robbie Williams - aka Dan Budd': 'https://www.skiddle.com/artists/Robbie-Williams---aka-Dan-Budd-123578724/', 'Stereosonics': 'https://www.skiddle.com/artists/Stereosonics-123543598/', 'Stiff Bizkit': 'https://www.skiddle.com/artists/Stiff-Bizkit-123555778/', 'The Machine Rages On': 'https://www.skiddle.com/artists/The-Machine-Rages-On-123561183/', 'Vicky Jackson': 'https://www.skiddle.com/artists/Vicky-Jackson-123559628/', 'Wrong Jovi': 'https://www.skiddle.com/artists/Wrong-Jovi-123588023/', 'Amilia': None, 'Billie Eil-Ish': None, 'Chop Suey - System of a down tribute': None, 'Ed Sheeran - A Tribute To Ed': None, 'Forever Jackson': None, 'Ironed Maiden': None, 'Linkin P4rk': None, 'Magic Queen': None, 'Miss Madonna': None, 'Nicola T': None, 'Peter Young': None, 'RHCP Experience': None, 'Renegade': None, 'Sabbotage': None, 'Some Kind Of Metallica': None, 'Spice Up': None, 'The Beatles For Sale': None, 'The Who Are We': None, 'Van Hailen': None}"
Party at the Palace,"Lochside Field Linlithgow in Linlithgow, near Edinburgh",12th - 13th Aug 2023,https://www.skiddle.com/festivals/party-at-the-palace/,4,"['Pop', 'Indie', 'Indie Pop']","{'Alison Limerick': 'https://www.skiddle.com/artists/Alison-Limerick-123517570/', 'Angie Brown': 'https://www.skiddle.com/artists/Angie-Brown-123486854/', 'Callum Beattie': 'https://www.skiddle.com/artists/Callum-Beattie-123499396/', 'Ciara Watt': 'https://www.skiddle.com/artists/Ciara-Watt-123574584/', 'Dead Sea Souls': 'https://www.skiddle.com/artists/Dead-Sea-Souls-123489108/', 'Dirty Harry': 'https://www.skiddle.com/artists/Dirty-Harry-123519066/', 'Elephant Sessions': 'https://www.skiddle.com/artists/Elephant-Sessions-123546614/', 'Happy Mondays': 'https://www.skiddle.com/artists/Happy-Mondays-123457929/', 'Heather Small': 'https://www.skiddle.com/artists/Heather-Small-123505610/', 'Kathy Sledge': 'https://www.skiddle.com/artists/Kathy-Sledge-123534328/', 'Kelly Llorenna': 'https://www.skiddle.com/artists/Kelly-Llorenna-123507426/', 'Moral Panics': 'https://www.skiddle.com/artists/Moral-Panics-123504666/', 'OMD': 'https://www.skiddle.com/artists/OMD-123571436/', 'Primes': 'https://www.skiddle.com/artists/Primes-123565698/', 'Rozalla': 'https://www.skiddle.com/artists/Rozalla-123465659/', 'Scouting for Girls': 'https://www.skiddle.com/artists/Scouting-for-Girls-955394/', 'Shed Seven': 'https://www.skiddle.com/artists/Shed-Seven-123487382/', 'Sister Sledge': 'https://www.skiddle.com/artists/Sister-Sledge-123549506/', 'The Loners': 'https://www.skiddle.com/artists/The-Loners-123569615/', 'The Toi': 'https://www.skiddle.com/artists/The-Toi-123537282/', 'Urban Cookie Collective': 'https://www.skiddle.com/artists/Urban-Cookie-Collective-123555027/', 'Callum Gallacher': None, 'Craig Eddie': None, 'GBX Generations': None, 'Jasmin Jet': None, 'K Klass': None, 'Pork Pie': None, 'Red Brick Tent': None, 'Usual Affairs': None}"
Weyfest ,"Rural Life Centre, Tilford, Surrey",18th - 20th Aug 2023,https://www.skiddle.com/festivals/Weyfest/,4.5,"['R&B', 'Rock', 'Pop', 'Soul', 'Reggae']","{'Beyond The Sons': 'https://www.skiddle.com/artists/Beyond-The-Sons-123586915/', 'Boomtown Rats': 'https://www.skiddle.com/artists/Boomtown-Rats-123484604/', 'Captain Accident': 'https://www.skiddle.com/artists/Captain-Accident-123584976/', 'Easy Star All-Stars': 'https://www.skiddle.com/artists/Easy-Star-All-Stars-123537336/', 'Grizzly and The Grasshoppers': 'https://www.skiddle.com/artists/Grizzly-and-The-Grasshoppers-123529046/', 'Hatty Keane': 'https://www.skiddle.com/artists/Hatty-Keane-123580088/', 'Jennings Couch': 'https://www.skiddle.com/artists/Jennings-Couch-123565814/', 'Message from the Ravens': 'https://www.skiddle.com/artists/Message-from-the-Ravens-123586914/', 'Moganway': 'https://www.skiddle.com/artists/Moganway-123586913/', 'Rebecca Downes': 'https://www.skiddle.com/artists/Rebecca-Downes-123544639/', 'Scouting for Girls': 'https://www.skiddle.com/artists/Scouting-for-Girls-955394/', 'The Salts': 'https://www.skiddle.com/artists/The-Salts-123507532/'}"
Morley Music Festival ,Leeds,15th Jul 2023,https://www.skiddle.com/festivals/morley-music-festival-/,4,"['80s', '90s']","{'Kazabian': 'https://www.skiddle.com/artists/Kazabian-123516326/', 'Simple Minded': 'https://www.skiddle.com/artists/Simple-Minded-123508980/', 'The Oasis Experience': 'https://www.skiddle.com/artists/The-Oasis-Experience-123531270/', 'The Phonics': 'https://www.skiddle.com/artists/The-Phonics-123548622/', 'Arctic Monkeyz': None, 'Duran': None, 'Manchester Ska Foundation': None, 'QE 2': None, 'The Beautiful Couch': None, 'The Boy George Experience': None}"
Latitude Festival,"Henham Park, Southwold, Suffolk",20th - 23rd Jul 2023,https://www.skiddle.com/festivals/latitude-festival/,4.5,"['Pop', 'Indie Pop', 'Pop Rock']","{'Black Midi': 'https://www.skiddle.com/artists/Black-Midi-123558106/', 'George Ezra': 'https://www.skiddle.com/artists/George-Ezra-123532952/', 'Jacqui Abbott': 'https://www.skiddle.com/artists/Jacqui-Abbott-123566828/', 'Lightning Seeds': 'https://www.skiddle.com/artists/Lightning-Seeds-123504558/', 'Metronomy': 'https://www.skiddle.com/artists/Metronomy-123460551/', 'Paolo Nutini': 'https://www.skiddle.com/artists/Paolo-Nutini-123502466/', 'Paul Heaton': 'https://www.skiddle.com/artists/Paul-Heaton-123566827/', 'Pulp': 'https://www.skiddle.com/artists/Pulp-123511274/', 'Sophie Ellis-Bextor': 'https://www.skiddle.com/artists/Sophie-Ellis-Bextor-123533132/', 'The Beths': 'https://www.skiddle.com/artists/The-Beths-123566026/', 'The Big Moon': 'https://www.skiddle.com/artists/The-Big-Moon-123544210/', 'The Kooks': 'https://www.skiddle.com/artists/The-Kooks-123492306/', 'The Proclaimers': 'https://www.skiddle.com/artists/The-Proclaimers-123502874/', 'young fathers': 'https://www.skiddle.com/artists/young-fathers-123460075/', 'The Dinner Party': None}"
Camp Bestival Dorset,"Lulworth Castle, Dorset ",27th - 30th Jul 2023,https://www.skiddle.com/festivals/camp-bestival/,4.5,"['Pop', 'Indie', 'Pop Rock']","{'Confidence Man': 'https://www.skiddle.com/artists/Confidence-Man-123577985/', 'Craig David': 'https://www.skiddle.com/artists/Craig-David-123545667/', 'David Rodigan': 'https://www.skiddle.com/artists/David-Rodigan-123468652/', 'East 17': 'https://www.skiddle.com/artists/East-17-123542028/', 'Ella Henderson': 'https://www.skiddle.com/artists/Ella-Henderson-123572875/', 'Elvana': 'https://www.skiddle.com/artists/Elvana-123556632/', 'Goldie Lookin Chain': 'https://www.skiddle.com/artists/Goldie-Lookin-Chain-945646/', 'Grace Jones': 'https://www.skiddle.com/artists/Grace-Jones-123482952/', 'Hot Dub Time Machine': 'https://www.skiddle.com/artists/Hot-Dub-Time-Machine-123554127/', 'Melanie C': 'https://www.skiddle.com/artists/Melanie-C-123553033/', 'Roni Size': 'https://www.skiddle.com/artists/Roni-Size-123461080/', 'Sam Ryder': 'https://www.skiddle.com/artists/Sam-Ryder-123577387/', 'Scouting for Girls': 'https://www.skiddle.com/artists/Scouting-for-Girls-955394/', 'Sophie Ellis-Bextor': 'https://www.skiddle.com/artists/Sophie-Ellis-Bextor-123533132/', 'TS5': 'https://www.skiddle.com/artists/TS5-123579824/', 'The Bootleg Beatles': 'https://www.skiddle.com/artists/The-Bootleg-Beatles-123460279/', 'The Cuban Brothers': 'https://www.skiddle.com/artists/The-Cuban-Brothers-123458213/', 'The Kooks': 'https://www.skiddle.com/artists/The-Kooks-123492306/', 'Todd Terry': 'https://www.skiddle.com/artists/Todd-Terry-123460834/', 'Caity Baser': None, 'Fake Bush': None}"
MADE Festival,"The Digbeth Triangle, Birmingham",29th Jul 2023,https://www.skiddle.com/festivals/MADE-Birmingham/,4,"['House', 'UK Garage', 'Drum n Bass', 'Tech House', 'Bass Music']","{'Eva Lazarus': 'https://www.skiddle.com/artists/Eva-Lazarus-123541178/', 'Flowdan': 'https://www.skiddle.com/artists/Flowdan-123544169/', 'Gardna': 'https://www.skiddle.com/artists/Gardna-123532310/', 'Girlgrinduk': 'https://www.skiddle.com/artists/Girlgrinduk-123579600/', ""Girls Don't Sync"": ""https://www.skiddle.com/artists/Girls-Don't-Sync-123585383/"", 'Hybrid Minds': 'https://www.skiddle.com/artists/Hybrid-Minds-123508782/', 'Shy FX': 'https://www.skiddle.com/artists/Shy-FX-123468608/', 'Venjent': 'https://www.skiddle.com/artists/Venjent-123585925/'}"
Solfest,"Tarnside Farm, Near Aspatria, Cumbria",24th - 27th Aug 2023,https://www.skiddle.com/festivals/solfest/,4.5,"['House', 'Rock', 'Drum n Bass', 'Folk', 'Punk']","{'Utah Saints': 'https://www.skiddle.com/artists/Utah-Saints-123463997/', 'Beans On Toast': 'https://www.skiddle.com/artists/Beans-On-Toast-123484840/', 'Holy Moly and the Crackers': 'https://www.skiddle.com/artists/Holy-Moly-and-the-Crackers-123516524/', 'Slamboree': 'https://www.skiddle.com/artists/Slamboree-123537040/', ""Oh My God! It's The Church"": ""https://www.skiddle.com/artists/Oh-My-God!-It's-The-Church-123556343/"", 'Peter Hook and The Light': 'https://www.skiddle.com/artists/Peter-Hook-and-The-Light-123558995/'}"
Beat-Herder Festival,"The Ribble Valley, Lancashire",13th - 16th Jul 2023,https://www.skiddle.com/festivals/beatherder/,4.5,"['Techno', 'Folk', 'Dubstep', 'Reggae', 'Dub']","{'Bad Boy Chiller Crew': 'https://www.skiddle.com/artists/Bad-Boy-Chiller-Crew-123573949/', 'Confidence Man': 'https://www.skiddle.com/artists/Confidence-Man-123577985/', 'Dub Pistols': 'https://www.skiddle.com/artists/Dub-Pistols-123467759/', 'Jungle Brothers': 'https://www.skiddle.com/artists/Jungle-Brothers-123491612/', 'Pendulum': 'https://www.skiddle.com/artists/Pendulum-123483430/', 'Peter Hook and The Light': 'https://www.skiddle.com/artists/Peter-Hook-and-The-Light-123558995/', 'Venbee': 'https://www.skiddle.com/artists/Venbee-123582947/', 'Wilkinson': 'https://www.skiddle.com/artists/Wilkinson-123498794/', 'Alison Goldfrapp': None, 'Klonk': None, 'PIRI': None, 'Renegade Brass Band': None}"
Shambala Festival,Northamptonshire,24th - 27th Aug 2023,https://www.skiddle.com/festivals/Shambala/,,['Alternative'],{}
Big Family Festival,Sutton Coldfield,4th - 7th Aug 2023,https://www.skiddle.com/festivals/big-family-festival/,,[None],{}
Moovin Festival,"Whitebottom Farm, Etherow Country Park, Near Stockport",25th - 27th Aug 2023,https://www.skiddle.com/festivals/moovin-festival/,4.5,"['House', 'Drum n Bass', 'Soul', 'Funk', 'Reggae']","{'Graeme Park': 'https://www.skiddle.com/artists/Graeme-Park-123466271/', 'Jaguar Skills': 'https://www.skiddle.com/artists/Jaguar-Skills-123458286/', 'METRODOME': 'https://www.skiddle.com/artists/METRODOME-123513612/', 'Royal Sounds': 'https://www.skiddle.com/artists/Royal-Sounds-123565432/', 'Stereo Mcs': 'https://www.skiddle.com/artists/Stereo-Mcs-123492064/', 'Todd Terry': 'https://www.skiddle.com/artists/Todd-Terry-123460834/', 'Defiance & Woodstar': None, 'Frosti': None, 'Future Dub Orchestra': None, 'Helen K': None, 'Levi Love': None, 'Sister Nancy Meets Legal Shot': None, 'Tom Woodwood': None}"
A New Day Festival,"Mt Ephraim Gardens, Hernhill, Faversham, Kent.",18th - 20th Aug 2023,https://www.skiddle.com/festivals/a-new-day-festival/,4.5,[None],"{'Anna Phoebe': 'https://www.skiddle.com/artists/Anna-Phoebe-123568809/', 'Cuprum': 'https://www.skiddle.com/artists/Cuprum-123568433/', 'Eddie and the Hot Rods': 'https://www.skiddle.com/artists/Eddie-and-the-Hot-Rods-123460342/', 'Flutatious': 'https://www.skiddle.com/artists/Flutatious-123487988/', 'Franck Carducci': 'https://www.skiddle.com/artists/Franck-Carducci-123565641/', 'From The Jam': 'https://www.skiddle.com/artists/From-The-Jam-123501324/', 'Geordie': 'https://www.skiddle.com/artists/Geordie-123583273/', 'Gypsy Pistoleros': 'https://www.skiddle.com/artists/Gypsy-Pistoleros-123582759/', 'Lindisfarne': 'https://www.skiddle.com/artists/Lindisfarne-123524136/', 'Mythra': 'https://www.skiddle.com/artists/Mythra-123568429/', 'Nine Below Zero': 'https://www.skiddle.com/artists/Nine-Below-Zero-123489652/', 'Ozric Tentacles': 'https://www.skiddle.com/artists/Ozric-Tentacles-123539944/', 'Pearl Handled Revolver': 'https://www.skiddle.com/artists/Pearl-Handled-Revolver-123541803/', 'Pentangle': 'https://www.skiddle.com/artists/Pentangle-123583272/', 'Phil Campbell and the Bastard Sons': 'https://www.skiddle.com/artists/Phil-Campbell-and-the-Bastard-Sons-123560343/', 'Slim Chance': 'https://www.skiddle.com/artists/Slim-Chance-123583275/', 'System 7': 'https://www.skiddle.com/artists/System-7-123482970/', 'The Zac Schulze Gang': 'https://www.skiddle.com/artists/The-Zac-Schulze-Gang-123581242/', 'Thunderstick': 'https://www.skiddle.com/artists/Thunderstick-123583271/', 'Troy Redfern Band': 'https://www.skiddle.com/artists/Troy-Redfern-Band-123570461/', 'The Glenn Miller Orchestra UK': None, 'ZZ Toppd': None}"
Equinox Festival,"Near Grimsby, Lincolnshire",15th - 18th Sep 2023,https://www.skiddle.com/festivals/equinox-festival/,4.5,"['Drum n Bass', 'Psy/GoaTrance', 'Ska', 'Punk', 'Reggae']","{'BOSSMAGS': 'https://www.skiddle.com/artists/BOSSMAGS-123579070/', 'CHRIS LIBERATOR': 'https://www.skiddle.com/artists/CHRIS-LIBERATOR-123461528/', 'Cosmosis': 'https://www.skiddle.com/artists/Cosmosis-123532978/', 'Cress': 'https://www.skiddle.com/artists/Cress-123548095/', 'Doozer McDooze': 'https://www.skiddle.com/artists/Doozer-McDooze-123551149/', 'Featherteeth': 'https://www.skiddle.com/artists/Featherteeth-123561422/', 'Filthy Militia': 'https://www.skiddle.com/artists/Filthy-Militia-123555574/', 'Gong': 'https://www.skiddle.com/artists/Gong-123544011/', 'Inner Terrestrials': 'https://www.skiddle.com/artists/Inner-Terrestrials-123549545/', 'Kelvin 373': 'https://www.skiddle.com/artists/Kelvin-373-123553488/', 'Mc Juiceman': 'https://www.skiddle.com/artists/Mc-Juiceman-123568799/', 'Mental block': 'https://www.skiddle.com/artists/Mental-block-123555968/', 'NEVILLE STAPLE from the Specials': 'https://www.skiddle.com/artists/NEVILLE-STAPLE-from-the-Specials-123506372/', 'Neville Staple': 'https://www.skiddle.com/artists/Neville-Staple-123488004/', 'Nicky Blackmarket': 'https://www.skiddle.com/artists/Nicky-Blackmarket-123468515/', 'Ozric Tentacles': 'https://www.skiddle.com/artists/Ozric-Tentacles-123539944/', 'P.A.I.N': 'https://www.skiddle.com/artists/P.A.I.N-123559132/', 'RV': 'https://www.skiddle.com/artists/RV-123544361/', 'Radical Dance Faction': 'https://www.skiddle.com/artists/Radical-Dance-Faction-123487632/', 'Reggae Roast': 'https://www.skiddle.com/artists/Reggae-Roast-123505392/', 'Selecta J Man': 'https://www.skiddle.com/artists/Selecta-J-Man-123573246/', 'The Majestic': 'https://www.skiddle.com/artists/The-Majestic-123547718/', 'The SinicTones': 'https://www.skiddle.com/artists/The-SinicTones-123582675/', 'The Skraelings': 'https://www.skiddle.com/artists/The-Skraelings-123559066/', 'Uncle Dugs': 'https://www.skiddle.com/artists/Uncle-Dugs-123497934/', '2000 Demented Slugs': None, 'Blyth Power': None, 'Boom Boom Racoon': None, 'Break The Code': None, 'Buff': None, ""Captain Stingray's Groove Machine"": None, 'Cara Means Friend': None, 'Ed Tangent': None, 'Fidget & The Twitchers': None, 'Han-FX & JorDMC': None, 'Lyford': None, 'Mad Dog Collective': None, 'Marcus And The Microdots': None, 'Miserable Hands Watson': None, 'Mondo wave': None, 'Scarlet Joy': None, 'Siknotes': None, 'Skiprat': None, 'The Travelling Troubadour': None, 'The Vegetable Collective': None}"
bluedot ,Jodrell Bank Observatory in Macclesfield,20th - 23rd Jul 2023,https://www.skiddle.com/festivals/bluedot-festival/,4,"['Rock', 'Pop', 'Classical', 'Alternative', 'Electronic']","{'Adam Buxton': 'https://www.skiddle.com/artists/Adam-Buxton-123571207/', 'Annie Mac': 'https://www.skiddle.com/artists/Annie-Mac-975565/', 'Beak>': 'https://www.skiddle.com/artists/Beak>-123467130/', 'Big Joanie': 'https://www.skiddle.com/artists/Big-Joanie-123554660/', 'Black Country, New Road': 'https://www.skiddle.com/artists/Black-Country,-New-Road-123568137/', 'CMAT': 'https://www.skiddle.com/artists/CMAT-123575246/', 'David Holmes': 'https://www.skiddle.com/artists/David-Holmes-123555306/', 'Divorce': 'https://www.skiddle.com/artists/Divorce-123584973/', 'Django Django': 'https://www.skiddle.com/artists/Django-Django-123511132/', 'Dry Cleaning': 'https://www.skiddle.com/artists/Dry-Cleaning-123568696/', 'Georgia': 'https://www.skiddle.com/artists/Georgia-123545121/', 'Grace Jones': 'https://www.skiddle.com/artists/Grace-Jones-123482952/', 'Gwenno': 'https://www.skiddle.com/artists/Gwenno-123544585/', 'HENGE': 'https://www.skiddle.com/artists/HENGE-123544972/', 'Leftfield': 'https://www.skiddle.com/artists/Leftfield-123461728/', 'MADMADMAD': 'https://www.skiddle.com/artists/MADMADMAD-123581078/', 'Max Cooper': 'https://www.skiddle.com/artists/Max-Cooper-123460544/', 'Nubya Garcia': 'https://www.skiddle.com/artists/Nubya-Garcia-123550876/', 'Pavement': 'https://www.skiddle.com/artists/Pavement-123457367/', 'Roisin Murphy': 'https://www.skiddle.com/artists/Roisin-Murphy-123520882/', 'Scalping': 'https://www.skiddle.com/artists/Scalping-123557729/', 'Snapped Ankles': 'https://www.skiddle.com/artists/Snapped-Ankles-123555873/', 'Supernature Disco': 'https://www.skiddle.com/artists/Supernature-Disco-123575730/', 'TVAM': 'https://www.skiddle.com/artists/TVAM-123548268/', 'Teleman': 'https://www.skiddle.com/artists/Teleman-123537502/', 'The Pictish Trail': 'https://www.skiddle.com/artists/The-Pictish-Trail-123516038/', 'The Radiophonic Workshop': 'https://www.skiddle.com/artists/The-Radiophonic-Workshop-123555040/', 'Tinariwen': 'https://www.skiddle.com/artists/Tinariwen-123495890/', 'young fathers': 'https://www.skiddle.com/artists/young-fathers-123460075/', 'Belief': None, 'CHRIS LINTOTT': None, 'LAVA LA RUE': None, 'LIBBY JACKSON': None, 'MONICA GRADY': None, 'Matt Winning': None, 'Max Richter': None, 'Nihiloxia': None, 'Nish Kumar': None}"
One in the Woods Festival,Liverpool,28th - 30th Jul 2023,https://www.skiddle.com/festivals/the-one-in-the-woods/,4.5,"['House', 'Drum n Bass', 'Techno', 'Electronic']","{'Blasha & Allatt': 'https://www.skiddle.com/artists/Blasha-&-Allatt-123552604/', 'Blindside': 'https://www.skiddle.com/artists/Blindside-123586073/', 'Boxia': 'https://www.skiddle.com/artists/Boxia-123548986/', 'Break': 'https://www.skiddle.com/artists/Break-123481986/', 'DJ Marky': 'https://www.skiddle.com/artists/DJ-Marky-123461497/', 'DJ Seinfeld': 'https://www.skiddle.com/artists/DJ-Seinfeld-123552314/', 'Dusky': 'https://www.skiddle.com/artists/Dusky-123504958/', 'EVABEE': 'https://www.skiddle.com/artists/EVABEE-123567628/', 'Fox': 'https://www.skiddle.com/artists/Fox-123532854/', 'Interplanetary Criminal': 'https://www.skiddle.com/artists/Interplanetary-Criminal-123575804/', 'Joy Orbison': 'https://www.skiddle.com/artists/Joy-Orbison-123457973/', 'Kobosil': 'https://www.skiddle.com/artists/Kobosil-123546864/', 'Lenzman': 'https://www.skiddle.com/artists/Lenzman-123465530/', 'Liam Bailey': 'https://www.skiddle.com/artists/Liam-Bailey-123484764/', 'MC Conrad': 'https://www.skiddle.com/artists/MC-Conrad-123462713/', 'Mace': 'https://www.skiddle.com/artists/Mace-123564385/', 'Mark Morris': 'https://www.skiddle.com/artists/Mark-Morris-123568700/', 'Monrroe': 'https://www.skiddle.com/artists/Monrroe-123553289/', 'Pola & Bryson': 'https://www.skiddle.com/artists/Pola-&-Bryson-123567479/', 'Rebekah': 'https://www.skiddle.com/artists/Rebekah-123461283/', 'SP:MC': 'https://www.skiddle.com/artists/SP:MC-123456980/', 'U.R.TRAX': 'https://www.skiddle.com/artists/U.R.TRAX-123578792/', 'Clara Cuve': None, 'DJ Stingray313': None, 'DOGGER & MINDSTATE': None, 'DUSKEE': None, 'Danielle Ciuro': None, 'Davie': None, 'Dyl Moore': None, 'Finch & Maxim': None, 'Fox From Space': None, 'Giselle Guedes': None, 'Jarvis & Panda': None, 'LOCODA': None, 'Mike Humphries': None, 'Nickon Faith': None, 'PEPPZ': None, 'Ravetrx': None, 'Stu Hodson': None, 'Tanzilla': None, 'Tom Page': None}"
Boomtown ,"Matterley Estate, Hampshire",9th - 13th Aug 2023,https://www.skiddle.com/festivals/boom-town/,,"['House', 'Techno', 'Folk', 'Disco', 'Reggae']",{}
